DEgen gap A1 A2 A3 A4 A5 A6 A7 A8 A9 A10 A11 A12 A13 A14 A15 A16 A17 A18 A19 A20 A21 A22 A23 A24 A25 A26 A27 A28 A29 A30 B1 B2 B3 B4 B5 B6 B7 B8 B9 B10 B11 B12 B13 B14 B15 B16 B17 B18 B19 B20 B21 B22 B23 B24 B25 B26 B27 B28 B29 B30
1 2 0.0858684448671867 -1.18276154728815 -5.57072373957881 0.499552785532756 -0.201616730893956 -1.7617105518236 -3.64881910696619 -0.953086845828918 3.86557495034165 -1.92210075305469 1.85194897990154 2.46141496346348 -0.518126917615733 2.61625945699634 -2.4665615737521 0.0176732341243591 -0.197031224942786 -4.17853734322293 -0.63641118817783 1.05419130014889 -0.553338579377104 6.36156013445377 -0.187124689416117 -1.4357785742626 -1.9543931067756 3.08630582931994 -1.29258247691667 -1.24721692424854 0.779581232414625 0.822831544545107 -3.15656773631362 -3.50242851096645 -5.24198890051101 -1.99670966341139 -3.66674021571306 -2.81503584660807 -0.526391297392678 -2.38288619315239 -2.9834388002467 -1.93316123097275 -4.10656426241591 -1.48729128180826 -5.1562908748692 -4.00788019640868 -3.33028751490712 -5.37562190154022 -3.08758319493761 -4.2658879143371 -5.61756479287485 -4.15132950861193 -4.34035066778817 -2.80745538078772 -3.21771058865802 -3.78010694749153 -2.06786768572579 -2.67036275832309 -3.58648961826367 -5.01255969168701 -6.43699169123147 -1.01716090847543
1 3 -0.995459642732828 -0.655213458555458 -0.0888247520182524 -1.61557788102189 0.225098696378532 -0.097403462730325 0.153238171913368 0.801565401909575 -0.360878920885464 -0.0549462367613946 -0.355095259779236 -0.273661735996919 -1.59972500747282 1.85538561026561 0.129183912045739 2.07770000125785 -0.0274820483962508 -2.26571240160882 -0.0932985414721574 -1.27783943092945 1.21603786518315 1.51458337304251 1.44205428007681 0.223984646279974 -1.03945207516753 1.07294583134862 -0.768161332847449 -0.452239113057066 -0.0701348395129006 1.03827571893916 5.76548220024509 5.15139100636798 6.86581435387748 6.54900397462472 8.15276881490678 9.36767909194154 5.92842180715605 3.90205615589439 8.85013308677133 5.17324090525426 5.85559464647657 4.58842100487306 3.2185200815936 5.64771659441419 9.48858298400379 6.47341606424587 5.28166446294813 6.41134661634886 6.21668837334832 5.22125928467112 5.08700121286853 8.53455115085013 5.65696242911308 4.63041233409876 5.89352509032924 7.8156634145506 6.00305648911269 7.74521660728516 6.2160446363315 7.3179552160623
1 2 0.81394203006958 -0.460358143703167 1.6706415243702 1.53933152930553 -0.00408267870643503 -0.196506639933184 0.196435554097002 -0.347316391605791 -1.21544622914646 0.790330588893433 -0.500203570347984 0.0904780210812445 1.54404911532469 0.789304602152566 0.403589497959146 0.697467371426295 1.09461585406948 -1.66045351603733 -0.296421276274935 -0.93870200599896 -0.340374542967662 -0.178591958440227 -1.02789272518042 1.74448144807536 -0.494589374996529 -0.637028658865704 1.96535979563122 -0.128701919969731 -1.26424010422617 -0.889177593762414 2.9497365855541 4.12370274123823 1.96307486909973 4.91143793090371 4.21162783468532 4.00353662698855 3.43534027963006 0.797206508153403 2.61131784589041 2.45514750071563 6.11493909853186 1.72098623752276 2.18244907702079 1.56145672720849 4.15629975395756 2.06574918288074 3.33108654040908 0.701587393635262 4.30059381147242 6.35299944116098 -0.459200685285679 2.93590828056695 4.96653057417945 8.37043255715491 5.12162732628328 4.09008468828182 3.51801323860185 3.4240737951384 3.30189416893283 2.87300973377347
1 2 -2.15850626770237 -0.903088567026414 0.469150297840005 -0.0730814956852723 0.138040938365873 -2.70824680099788 1.67839146791768 -0.203430517125638 -1.75747189135506 -0.357305955598179 0.962399372260794 1.08849006212562 -1.49996790325196 1.23567979154091 -1.17670817349953 1.51221012964921 -1.20024087518012 1.60526481873746 1.24425477198693 -2.85873998550046 1.00673067169827 -0.399960198955298 1.36409579445677 0.875036423487915 -0.70728200223153 -0.108826283047799 0.534401066819106 2.02006319320216 -0.915860972112085 2.15578304353941 -3.28700422191128 -1.77579390469307 -4.93428274571989 -2.3022581249799 -5.67827502190816 -3.31690998313494 -3.87726228332299 -2.53401770092755 -1.07376896216168 -1.95571368532921 -1.65019231022444 -3.00723670116458 -3.38567628766921 -2.45776616933035 -3.82024389073942 -3.09056615904041 -2.16842004287266 -2.33276339658684 -3.42324350953795 -1.82824542943542 -3.54172616723428 -4.01807695438714 -3.33561245775956 -2.94278285610896 -0.778971656935562 -2.59334204261149 -4.65313254084361 -3.33609286887635 -1.61424674125894 -3.30548361956781
1 2 -2.35467255050222 0.148589460939908 -2.59470000863774 -1.28965333149806 0.881710821066416 -1.41712907742805 -1.43816774114192 -0.551105141285976 0.488913998434783 -0.755263823717904 0.728263721034832 0.156202071090839 -1.14168278660505 -0.00680720866284879 -1.7278107426051 -4.02893140210048 0.0722058599851491 -3.91093592592857 -0.822105058867016 -0.530898202031695 1.19606323872342 -0.00119592141228622 -0.224780990966683 0.347132549425963 1.46639833176789 0.424133522230477 -1.12074551292328 -0.199800176298294 -1.00892986109226 0.60357557566568 -5.51306608518066 -3.35274089756623 -4.57777068866861 -2.63502644275193 -3.81789026257748 -5.08655759394293 -5.06051347771442 -1.19335507330324 -4.78446586511775 -6.25790873042547 -5.35415678791338 -4.13509646768375 -5.61163048323401 -3.50354306750378 -6.06174716604348 -3.14983129064069 -4.31866085473767 -2.65899871098122 -5.52989783761443 -6.44042734770921 -5.65126302170013 -5.22737822964638 -3.92028581837748 -6.94384515771007 -6.12062518412927 -1.97289782488767 -5.58400396374695 -2.94728514269547 -2.84388151640452 -3.93448956279171
1 2 -2.90255288444441 -2.13337335532302 1.5906283626735 1.11053132291906 -3.6762382182414 3.09190533375689 1.70923325548281 -1.12507528167126 -1.01845896723277 -0.0744837066389475 1.98862672125146 -2.27555926991629 -1.16566302742649 1.84463388178663 -2.2686723365662 -0.225195800089787 -0.468987249616747 -0.636449281218905 -2.35982126041257 -1.16711026640069 -0.652767826234973 2.48480469001381 1.84920674316286 0.0639823198756886 0.534081060339697 1.20557499105271 -0.460043668572572 -0.618219908598534 -1.44644935424224 -2.78015202712559 4.50727127509416 4.06564521694403 5.73563494527408 2.4961203686043 7.51599727940753 4.7695185862226 2.89286115438126 4.08284039808831 5.13075502556643 4.1638544517963 3.0583767605659 5.37602491735967 2.68418850185557 3.60626515907817 4.83886332657535 4.01231098112501 5.47836546704427 3.31336673283464 4.29650157853091 3.48904902569854 3.28479295900762 2.21881105239259 4.15828976811306 5.07907880476471 6.36765931171473 2.7242434355725 5.01230166531263 4.10627807654962 4.46074463777188 6.18489303605469
1 3 -0.371356269468062 0.131927312544098 1.26168310784381 1.50256637573419 -0.395991400379717 -1.11041219525907 0.236031634461537 1.30149334467119 -1.19911498397283 -0.301046330845617 1.14850563606652 1.41745983357625 -0.576078464597496 2.53230271759231 1.67819169990838 -0.990311430690183 -0.914678723158197 -2.6924900472557 0.000821508101548714 -0.167700996756308 -0.59467888282053 -0.676922461910705 -0.559015630871086 0.691060996771741 -0.104984138654152 0.350751431063215 0.075714356326681 -0.133387882334522 0.618635342729606 0.957718914121046 -3.9248516191663 -7.49627792500138 -6.04604971536034 -4.82140185956469 -6.81183357224831 -4.03134413662734 -6.64718099071911 -7.60414032542512 -4.93477532048081 -4.38134018196725 -9.84254788280493 -5.5243332246743 -5.268172754823 -7.07426377811608 -9.06899662387971 -5.66240638077469 -6.20934940396237 -3.13312327552035 -8.59694830892068 -7.97628521399671 -9.33411036297722 -6.61151335565582 -6.56801622666515 -4.10849415935632 -4.44969340961408 -7.40169290755253 -5.31200937358164 -5.38023980094347 -3.03656118237323 -3.36298711127431
1 2 1.67226295266425 -1.23300104824761 1.31399005973529 0.41699385474214 0.614918207690202 -0.641692858357834 2.51056258946948 3.47335430740174 -0.315661775687695 -2.76037697496687 -0.384898655651924 0.489600120189496 -0.782244157185809 -0.352259936395289 0.590830599077705 -1.03325898977449 -0.489838088724903 1.07328098383246 2.58826661812763 -1.46088564899971 0.180494510412051 -2.06477709189996 1.42531142068311 -1.47916299180103 -2.13608305118907 2.56393347360097 3.11749796189135 1.15141199033422 -2.81112082335947 -1.41093079623331 3.10065226397642 2.05015976209155 3.24965503571177 3.03610491416577 1.19465586813148 2.82603036568093 4.31143972973266 2.80597860337574 3.76284759250019 2.33318725252645 4.61423160713854 2.61095253483113 3.95790124383515 3.70077237761772 4.47283500725896 3.81797543233168 2.10164094419639 1.80634148612096 2.24671622492923 2.39265614341987 2.4240694403402 2.1596146107494 3.68845926816219 3.62195013738239 2.3711535117754 2.13542337436736 4.56065938027822 4.28598829512712 2.94798778812686 0.665966317328538
1 3 0.19734560768714 1.29369709228602 0.209492228402245 -1.21911669174654 -1.54309148552356 1.01987768207512 -0.950501817836847 -0.908454006127792 0.0961710272395649 -0.37158009968981 -1.56222611543126 0.587485814571478 0.287525606380715 0.403942633705265 1.11665969918387 -0.294884324365856 0.33502112287052 1.25990344166315 0.784792624423966 0.723157952814467 -1.7294057704938 1.05487074365738 -0.63261104481414 0.0430227708271105 1.29576353195373 -0.789900442688251 -0.448129744256123 1.85090474353041 0.799742186687121 0.666513505094948 4.197440595743 2.22313121931341 3.37569018469156 3.65907950248532 2.27712589313809 2.04377945604271 1.32090121207349 2.85424269876608 5.50060936836787 2.78309936682637 2.9345777057334 4.13216187744233 2.70044911587339 3.77625330212738 3.79814051548433 2.23096856721045 4.5054631500138 3.1155456226262 5.34847815902708 2.6053662881489 2.59305971723661 3.83451766901144 2.78550762871259 4.67524270921169 5.32427754969189 3.62736941999285 3.764555249919 3.74457591049646 3.89249317285545 3.05946339491134
1 3 0.0185264121555601 0.128150114042917 -0.289484271771324 0.23261093877904 -0.913227753335935 -1.30297991025926 -0.384042219082769 0.260432719966333 -3.02163297940211 0.701374437911208 -1.75429669550871 -1.55083183246821 0.828964277685566 -0.192190184254581 2.45427871040173 -0.326446283299481 -1.46345050568094 -0.448818255621004 0.699702771650042 -0.996686735966579 -0.0997793841485329 -0.195231325915152 -1.38283673974247 0.278191377001616 -0.351740251119535 0.254577468265596 0.992843666402911 0.305168946433502 -0.855309959586468 1.13311032834829 -6.94956406228505 -6.63942453021841 -4.86407546912701 -6.73841634669928 -4.67425796683593 -8.98674571564514 -3.06327698927162 -4.2587319802255 -3.88201082885635 -5.55479889824093 -4.86472389361345 -4.17210356053395 -4.80015897543561 -3.45893401355161 -6.36719160655782 -7.65441968825477 -6.39300882728339 -7.26915081815195 -6.31953605835285 -7.39009947036268 -5.49407875626608 -6.64426975029903 -8.34141544706533 -8.33861395916954 -4.09666113478442 -6.80905763658425 -5.61951604190802 -9.86053048785365 -3.97449302051679 -4.03292400726504
